,comment_id,product_id,guid,content,create_time,reference_id,reference_time,score,nickname
0,18025394136,10033609728260,1c29d2d7d53aa1c5aae85a157de09cee,"不错   背光键盘  赠品也可以的
屏幕效果：爱了爱了
散热性能：很好的
运行速度：很快
外形外观：酷酷的
轻薄程度：轻薄易携带
散热能力：超强
运行速度：快
充电速度很快",2022-09-06 18:36:46,10051280014246,2022-09-03 14:40:14,5,T***_
1,18298572780,10033609728260,159208ac53c8f3597c1de74338b18b44,"这台电脑真的太符合我的心理预期了，是我人生中的第一台，真的很好哦，大小，重量都很合适，触控屏很灵活，非常奈斯！！！
外形外观：非常好看

屏幕效果：很清晰，很灵活
运行速度：很快哦",2022-10-29 13:10:46,10057283912244,2022-10-21 19:06:18,5,****Z
2,17525632849,10033609728260,bc583f1a93c9ae1cea17100144f8c48d,"很喜欢，颜值很高 使用体验不错，赠品也不错，有鼠标 鼠标垫 电脑包 散热器 清洗液 小刷子 小抹布 物流小哥服务很好，知道急用就抓紧送来了，有什么问题客服也很耐心给我解答解决
运行速度：快
屏幕效果：好看
散热性能：赠送的有散热器
外形外观：美观很喜欢
轻薄程度：适用
其他特色：还不错",2022-05-22 22:59:31,10051280014246,2022-05-18 21:29:56,5,x***有
3,18298600672,10033609728260,def07f525bd64b4ddaa484814f7a95f7,"运行速度：流畅
外形外观：银灰色，挺漂亮的
轻薄程度：很轻薄，不笨重，15.6寸，也挺大的
散热能力：还不错
其他特色：有指纹解锁功能，和触屏功能而且价格也很实惠的又送了鼠标 鼠标垫 电脑包 办公软件，学生党用完全是够用了，上网课追追剧真的是绝绝子，物流速度也很快当天买第二天就到了。",2022-10-29 13:17:44,10057283912244,2022-10-25 12:34:18,5,x***G
4,18309742265,10033609728260,9b19a188f6c34360f6acfc92185c8b91,外观好好看，屏幕可以触屏，而且还是金属外壳，摸着好舒服，拿着也好轻  颜值酷酷的！很适合办公 上网课用，用了三天，用着很棒,2022-10-31 22:56:00,10057283912244,2022-10-26 22:44:08,5,水***Q
5,18366676166,10033609728260,88e7c8edfa5d88be1f667c5aaac3ae83,键盘非常薄，用起来手感比较好，而且它的鼠标移动很好。可触屏啊，可以写代码，可以带两个游戏，比如说英雄联盟，元神两个一起带是不会卡的。散热系统比较好，打开游戏就会散热。开机大概就是五秒左右,2022-11-11 11:06:44,10057283912244,2022-11-01 14:49:08,5,无***-
6,18283545664,10033609728260,76e05d17e9dec175eeb102d0a656acec,"运行速度：挺不错的
散热性能：暂时看散热应该很好，没有感觉热
外形外观：灰色，挺不错
轻薄程度：很薄，15.6英寸，也很大
，其实没什么问题，然后就是商家的服务态度真的很好，我是第一次在网上买，商家很耐心的给我讲解，真的很不错，电脑也很不错",2022-10-26 14:06:25,10057283912244,2022-10-25 12:57:16,5,****B
7,18394419920,10033609728260,d50d4672b1cf98ad674292a6f1f5c46c,"电脑终于到了???，好看
运行速度：还是很快的
屏幕效果：高清大屏幕
散热性能：散热也比较快
外形外观：金属外壳，好看的",2022-11-15 18:12:20,10057283912244,2022-11-03 21:39:56,5,****D
8,18352861339,10033609728260,98c4f210b4c7b98d7960a23c3f3f8be8,电脑款式好看，真的很好看，爱不释手，试用了两天，运行流畅，我不玩游戏，办公学习用，足够了，客服很好，有问必答，真的很棒！,2022-11-08 18:59:22,10057283912244,2022-10-30 00:51:30,5,A***叶
9,18158909903,10033609728260,31203ec929418d4fe0961a7d6a25e4bc,这个确实有点重量 而且质量更好  很清晰 我特别喜欢。运行速度也快 开机速度也快  然后也特别棒可以购买也挺大的 很适合学生党使用,2022-10-03 22:13:07,10057283912244,2022-10-02 14:36:12,5,****w
10,18509879776,10033609728260,2e8c4245b29e4155edaa02a3dc66e120,"电脑的话包装很好，也是想象的结果，值得购买
运行速度：还可以
屏幕效果：挺棒
散热性能：挺好
外形外观：高级",2022-12-11 13:58:52,10057283912245,2022-12-04 11:08:05,5,****Y
11,18137401880,10033609728260,17063702ba39ec1f89c6047f60c3ded3,"就很nice，，刚刚到，试用几天，
运行速度：开机很快
外形外观：星空灰，很好看
轻薄程度：轻便简约大气",2022-09-29 14:29:10,10051280014246,2022-09-25 13:27:08,5,****t
12,18193677329,10033609728260,67a85cf296b317437ce243507081eda3,一直用的联想，但是air15官方店没有货了，就在授权店看看。本来一开始带着一丢丢怀疑，担心买的假的或者是坏的，回来查了一下是新机，是正品，而且真的很好看，有小键盘，背光键盘，可以触屏的。价格比官方店便宜好多还附带赠品，冲！而且，客服真的很有耐心，没有都是秒回，而且态度很好，有什么疑问能够及时解答。不是广，亲测好用！,2022-10-10 19:43:34,10057283912244,2022-10-06 16:44:49,5,七***女
13,18437999630,10033609728260,ccddea9cfbcb4c4de8b38d911cceaabb,真的很不错，这个电脑我很喜欢，字幕也清晰，很不错，这个价格真的很值得，也不卡顿，拿着放便，没有发现任何问题，有需要的就下单吧，真的不后悔买哦,2022-11-24 21:32:11,10057283912244,2022-10-31 21:41:32,5,****s
14,18316805760,10033609728260,3828076fcd1d672335a731f8838f7261,"客服真的真的很有耐心的解答疑问，关于售后问题尽管问客服就OK
电脑收到很满意，是我自己想要得那款电脑。
可触屏功能很棒，操作很方便
快递很快哦，保护的很好
下面是我的电脑照片哈，直观的看得到！",2022-11-02 10:46:49,10057283912244,2022-10-22 14:38:29,5,****S
15,18061643836,10033609728260,cc526ca4dc70e8389b7aaa5955e3f2dd,"运行速度：快
屏幕效果：好
散热性能：超级好
外形外观：很好看
其他特色：服务特别好，送的也很多",2022-09-14 15:51:20,10033609728260,2022-09-10 18:07:06,5,****W
16,18457637033,10033609728260,1a36ea36865cf0dd4f433463c3cae3de,电脑用到目前还不错。日常办公看视频。做些副业还是可以满足的。运行大型游戏就不知道了。外观很漂亮。反正整体还是很不错的,2022-11-30 09:41:59,10057283912244,2022-10-29 12:38:16,5,阿***吗
17,18246013198,10033609728260,6774aa441909d3320a77d0131cb635a2,外观好看  打开用着也挺流畅   包装特别坚固  客服态度特别好  性价比很高的一款  赠送的东西也多,2022-10-20 22:08:49,10057283912244,2022-10-16 10:45:07,3,****2
18,18289941284,10033609728260,bee244a43f649fba5cc54ee1085617f7,"对于产品，真的好喜欢，好好看呀，屏幕好大，刷网课，抖音真的好好，爱上了，充电超级快，做完一个核酸，吃完一顿饭回来，从20电充满，这么快的嘛，，还有，电脑从1点30用到晚上6点，，还有30多电，真的好好呀，这是我第一部电脑。
    我为什么讲这么多呢，，在这里，我要向客服，技术人员表白，，我是新手，然后不知道为什么电脑进入未成年模式，然后客服交技术人员帮我，，从拿电脑的中午搞到第二天的早上，，终于弄完了，，问了客服很多问题，连我都烦了，他们很有耐心帮我，我不是托的，这是我唯一一次没有好评返现去弄这么多子，主要是被客服所感动了，，我那是说我弄不了，要不我寄过去给你们弄吧，我就开开玩笑，没想到客服答应了，，超喜欢这个客服的，推荐购买",2022-10-27 18:56:46,10057283912244,2022-10-25 18:50:14,5,****9
19,18162697747,10033609728260,af8c8c3bfe4f1be47219c40d0ebfce66,挺不错，运行流畅，性价比高，带指纹又可触屏，又有背光键盘，价格才4K，真的性价比很不错了，赠品很多，键盘，鼠标，散热器，背包,2022-10-04 15:56:09,10057283912244,2022-10-01 12:58:15,5,可***西
20,18161886846,10033609728260,cc5351992e04a65cbe6a604856117157,"运行速度：很快
屏幕效果：很好
散热性能：佳
外形外观：好
轻薄程度：不错",2022-10-04 13:04:39,10057283912244,2022-10-02 22:32:04,5,A***k
21,18296158583,10033609728260,2de3ed1332df0c11dee699e97bad97b3,"非常满意的一次购物 店家也非常客气 推荐大家来买
运行速度：快
屏幕效果：颜色很正
外形外观：好看
轻薄程度：超薄",2022-10-28 20:14:33,10057283912244,2022-10-25 21:08:34,5,宇***子
22,18350159733,10033609728260,cea8dbb8646b659a497635830dae815c,外观挺符合我的要求，运行速度也很好，使用很方便。手感不错。看起来不错，清晰高端大气，办公很好用。,2022-11-08 10:31:39,10057283912245,2022-11-02 18:53:56,5,****K
23,18062131057,10033609728260,404d8f719ef44bbf17e83a6dc6ba1d4c,给妹妹买的笔记本，发货速度很快，拿到就迫不及待的要打开，很是喜欢，很轻薄。等用用系统，反应灵敏，不卡屏，不死机，再来追评，,2022-09-14 17:45:06,10057283912244,2022-09-13 22:23:02,5,****v
24,18187289246,10033609728260,3f179ee8552b2c7a6a65a52cb4cc962a,"运行速度：非常快
屏幕效果：特别好
外形外观：符合我的要求
总结一点，特别好，物超所值",2022-10-09 12:53:24,10057283912244,2022-10-03 17:47:12,5,星***斯
25,18358611679,10033609728260,fd0a5ee30bbff540062d57fbbd2692fc,用了差不多半个月了，感觉特别好，特别是画质，还有网速和打游戏体验也可以，电池续航也非常棒，充电也很快，真的非常推荐。,2022-11-09 20:39:20,10057283912245,2022-10-20 10:14:49,5,****Y
26,18429763758,10033609728260,9338478b95742bf145a57610395e1c29,"运行速度：五颗星
屏幕效果：五颗星
散热性能：五颗星
外形外观：五颗星
轻薄程度：五颗星
其他特色：五颗星
散热能力：五颗星
运行速度：五颗星",2022-11-22 21:46:46,10057283912244,2022-11-21 08:37:57,5,****X
27,18378713901,10033609728260,5ebfa0b768eba4988cb7a36b0435e00f,已经用了好几天了，确实很不错。塑封的包装还送了赠品。真的是很薄的金属本，我们用来办公处理表格的足够用了。金属传热比较快，但是颜值高性能强。,2022-11-13 08:27:35,10057283912244,2022-10-31 11:22:14,5,w***w
28,18376826381,10033609728260,147bf244742f250f440e104c2094d70b,电脑挺大的 键盘也很酷哇  使用起来很方便  最重要的是客服超级超级好哇  超级耐心 无论什么问题都会给耐心解答 我都觉得不好意思了 但她没有半点不耐烦  之后也会有问题又要麻烦客服小姐姐 还是很感谢她  屏幕也超级清楚哒  值得购买  但是散热的时候会有点声音  介意的慎拍哈,2022-11-12 20:27:29,10057283912244,2022-11-03 12:41:33,5,v***1
29,18236154216,10033609728260,fbd5e5c341b6a28f0d0bc5fff039ceb0,"运行速度：挺快的
屏幕效果：屏幕清晰不刺眼值得入手
外形外观：很好很满意颜色大气送的东西也很齐全",2022-10-19 12:20:31,10057283912245,2022-10-01 08:32:41,5,u***7
